Model,Params,Epoch,TrainLoss,ValLoss,P,R,Acc,F1,FPR,FNR
PLSTM_Base,2784257,43,0.0021386494129099166,0,0.9614678899082569,0.9730733519034355,0.9674511002444988,0.9672358098754038,0.038031995170540296,0.02692664809656453
PLSTM_Base,2784257,44,0.0021032110458830944,0,0.9608921478765658,0.9733828536056949,0.9672982885085575,0.9670971709717097,0.03863567763356474,0.02661714639430517
PLSTM_Base,2784257,45,0.002070443759853683,0,0.9603053435114504,0.9733828536056949,0.9669926650366748,0.9667998770365817,0.039239360096589196,0.02661714639430517
PLSTM_Base,2784257,46,0.0020491988261010893,0,0.9614088820826953,0.9715258433921387,0.9666870415647921,0.9664408866995073,0.038031995170540296,0.02847415660786134
PLSTM_Base,2784257,47,0.002030590380644963,0,0.9608682360134515,0.9727638502011761,0.9669926650366748,0.9667794524761611,0.03863567763356474,0.027236149798823894
PLSTM_Base,2784257,48,0.002023759329089304,0,0.9605745721271394,0.9727638502011761,0.9668398533007335,0.9666307857911733,0.03893751886507697,0.027236149798823894
PLSTM_Base,2784257,49,0.002015541232909667,0,0.9605745721271394,0.9727638502011761,0.9668398533007335,0.9666307857911733,0.03893751886507697,0.027236149798823894
PLSTM_Base,2784257,50,0.0020117283283280604,0,0.9605745721271394,0.9727638502011761,0.9668398533007335,0.9666307857911733,0.03893751886507697,0.027236149798823894
LSTM_Base,2784257,1,0.6921880887104914,0,0.666,0.10306406685236769,0.5316320293398533,0.17850442240686143,0.0504074856625415,0.8969359331476323
LSTM_Base,2784257,2,0.6905100666559659,0,0.657762938230384,0.1219436706901888,0.5351466992665037,0.20574412532637076,0.06187745246000604,0.8780563293098113
LSTM_Base,2784257,3,0.6851523999984448,0,0.6828282828282828,0.1046115753636645,0.5339242053789731,0.18142780461621041,0.04738907334741926,0.8953884246363355
LSTM_Base,2784257,4,0.6818483127997472,0,0.751101321585903,0.10554008047044258,0.5411063569682152,0.18507462686567164,0.034108059160881374,0.8944599195295574
LSTM_Base,2784257,5,0.6878088219807699,0,0.49621738459163195,0.9947384710615909,0.49877750611246946,0.6621343222084879,0.9849079384243887,0.005261528938409161
